事件名称,综合影响力,媒体参与家数,央媒得分,公众舆论指数,平均传播速度（条/小时）_对数变换,峰值传播速度（条/小时）_对数变换,事件持续时长(小时)_对数变换,渠道总数_对数变换,意见领袖总影响力(万)_对数变换,首发媒体权威度_1级,首发媒体权威度_2级,首发媒体权威度_3级,首发媒体权威度_4级,媒体权威度等级,是否为谣言
00后女孩地铁吐血后脱外套擦地,71.9,38,0.65,0.04,2.833213344,5.303304908,5.204006687,5.641907071,8.713910628,0,0,1,0,3,0
大疆起诉影石,72.6,53,1.25,0.048,3.295836866,6.063785209,4.976733742,5.707110265,9.101752432,0,1,0,0,2,0
双汇王中王火腿肠被曝吃出两根钢钉,60.5,7,0.0,0.013,2.302585093,5.774551546,4.682131227,3.433987204,8.153925132,0,0,1,0,3,0
重庆大学实验室爆炸致1死3伤,69.7,43,1.42,0.042,2.995732274,6.787844982,4.882801923,5.587248658,8.690137586,1,0,0,0,1,0
山姆回应所售鲜猪肉是数月前屠宰,68.3,35,0.22,0.03,3.135494216,6.040254711,4.882801923,4.615120517,8.705331134,0,1,0,0,2,0
2026小米春季发布会,83.0,65,2.18,0.25,5.318119994,8.76950712,4.919980926,6.897704943,9.446518602,1,0,0,0,1,0
小米汽车官宣舒淇为品牌代言人,71.9,18,0.16,0.06,3.465735903,7.0800265,5.049856007,5.075173815,9.861884003,0,0,0,1,4,0
苹果五十周年库克来华,68.1,48,1.8,0.015,2.564949357,4.584967479,5.049856007,5.257495372,8.523970176,0,1,0,0,2,0
阿里发布2026财年第三季财报,71.6,46,2.02,0.032,3.36729583,5.717027701,5.129898715,5.141663557,8.790573479,0,0,0,1,4,0
伊朗总统证实拉里贾尼已遇难,69.2,41,1.53,0.035,2.302585093,5.720311777,5.192956851,5.272999559,9.049702026,1,0,0,0,1,0
美团回应北大毕业送外卖,70.0,43,0.76,0.05,2.944438979,5.918893854,5.192956851,5.327876169,8.86517042,0,1,0,0,2,0
高市早苗访美,78.0,76,2.4,0.11,3.610917913,6.133398043,5.379897354,6.23636959,9.263786348,0,1,0,0,2,0
微信灰度测试“折叠发图”新功能,73.7,69,1.53,0.056,3.465735903,6.100318952,5.318119994,6.077642243,8.758255243,0,0,1,0,3,0
27岁女子应聘卡旺卡被嫌年龄大,58.7,3,0.0,0.009,1.791759469,5.897153868,5.318119994,2.079441542,7.863651265,0,0,0,1,4,0
电视剧《你好1983》播出,80.6,6,0.05,0.036,4.276666119,7.6666902,6.345636361,5.648974238,9.740968623,0,1,0,0,2,0
一箱12瓶纯净水每瓶都有针眼,61.3,4,0.05,0.013,1.386294361,4.852030264,5.262690189,3.401197382,8.32530603,0,0,0,1,4,0
“188套餐”拍写真结果花费3万,53.8,6,0.0,0.002,0.693147181,3.610917913,5.262690189,2.397895273,7.203405521,0,0,1,0,3,0
永辉喊话山姆：不要让供应商二选一,68.9,40,1.25,0.028,2.890371758,5.926926026,5.262690189,5.220355825,8.304494898,0,1,0,0,2,0
零跑汽车公布2025年财报,63.1,20,1.14,0.007,1.791759469,4.634728988,5.262690189,3.912023005,8.766082459,0,0,1,0,3,0
315晚会曝光AI大模型遭投毒操控,77.8,92,2.51,0.038,4.442651256,7.550135342,5.153291594,6.228511004,9.166597449,0,0,1,0,3,0
315晚会曝光“荐股分成”骗局,71.8,51,1.09,0.021,3.135494216,6.773080376,5.153291594,5.509388337,8.881280595,0,1,0,0,2,0
蒙牛普通奶粉暗示能长一米八八,55.2,4,0.05,0.002,1.098612289,3.80666249,5.262690189,2.944438979,7.049254841,0,1,0,0,2,0
网红鹿哈带货牛肚被曝加工环境脏乱差,68.8,13,0.33,0.014,2.48490665,5.572154032,5.298317367,4.521788577,8.938925272,0,0,1,0,3,0
网红“刘文祥”鸭肉当猪肉牛肉卖,75.7,43,1.03,0.032,3.737669618,6.774223886,5.379897354,5.451038454,9.375939553,0,0,1,0,3,0
眼镜镜片标价799元进价仅15元,69.8,15,0.16,0.036,2.833213344,5.65248918,5.379897354,4.304065093,9.139488631,0,0,0,1,4,0
美宜佳回应门店被曝卖假烟,74.4,52,1.09,0.036,3.295836866,6.274762021,5.379897354,5.991464547,8.894944461,0,1,0,0,2,0
江西九江发生岩降事故 3人死亡,64.6,42,1.31,0.01,1.609437912,5.680172609,5.379897354,5.135798437,7.659642955,1,0,0,0,1,0
袋鼠妈妈涉违规宣传孕妇适用,62.0,11,0.11,0.004,1.945910149,5.484796933,5.379897354,3.951243719,7.344719054,0,0,1,0,3,0
广东油柑作坊违规喷洒甜味剂,52.3,1,0.0,0.003,0.693147181,3.850147602,4.976733742,1.098612289,7.321849714,0,1,0,0,2,0
鱼泡直聘被点名直指“欺骗误导用户提供个人信息”,53.8,7,0.33,0.002,0.693147181,3.713572067,4.976733742,2.833213344,5.620400866,0,1,0,0,2,0
江西安义县大量蜜蜂被农药毒死,65.1,30,0.87,0.007,2.397895273,5.370638028,4.976733742,4.33073334,8.359603271,0,0,1,0,3,0
胖东来鸡蛋被曝色素超标,70.5,24,0.27,0.014,2.833213344,5.308267697,5.262690189,5.18178355,8.783242964,0,0,1,0,3,0
蔓味轻食切除霉变部分继续使用食材,56.7,14,0.27,0.004,1.098612289,4.025351691,5.062595033,3.258096538,7.083387848,0,0,1,0,3,0
台湾花莲县发生5.3级地震,63.1,23,0.71,0.005,1.609437912,5.497168225,5.204006687,4.430816799,7.826044014,1,0,0,0,1,0
山寨豪车老头乐热销农村,55.8,6,0.05,0.002,0.693147181,3.555348061,5.204006687,2.944438979,8.426392827,0,0,1,0,3,0
12306回应列车为无座旅客发便民凳,55.0,8,0.11,0.002,0.693147181,3.091042453,5.204006687,2.772588722,6.955592608,0,0,1,0,3,0
华莱士正式宣布退市,69.5,28,0.87,0.02,2.564949357,5.655991811,5.327876169,4.983606622,8.853093836,0,1,0,0,2,0
保时捷公布2025财年财报,62.8,19,0.87,0.003,1.609437912,4.234106505,5.379897354,4.060443011,8.70582811,0,0,1,0,3,0
WTT重庆冠军赛,77.1,47,1.03,0.036,3.610917913,6.280395839,5.438079309,6.390240667,9.017483513,0,1,0,0,2,0
济南共享菜园走红,58.3,10,0.27,0.002,1.098612289,3.663561646,5.438079309,2.772588722,6.576469569,0,1,0,0,2,0
华师大回应师范本科不再输出教师,54.6,1,0.0,0.002,0.693147181,3.871201011,5.438079309,2.302585093,8.065893547,0,1,0,0,2,0
80元Lululemon发圈卖断货,66.0,25,0.82,0.006,1.945910149,4.543294782,5.438079309,4.663439094,8.254528882,0,0,0,1,4,0
卖20的网红1米大肉串批发价仅4.5元,59.1,5,0.05,0.003,1.098612289,3.713572067,5.438079309,3.044522438,7.707961532,0,1,0,0,2,0
江苏一地发起“1斤赘肉换1斤牛肉”挑战赛,63.8,25,0.82,0.005,1.386294361,3.784189634,5.438079309,4.727387819,7.914617709,0,1,0,0,2,0
张艺兴工作室辟谣“劣迹艺人”“被封杀”等传言,66.6,11,0.0,0.007,2.890371758,5.834810737,5.262690189,4.007333185,9.182763604,0,1,0,0,2,0
多地宣布停车费下调,64.0,16,0.54,0.004,1.609437912,4.290459441,5.379897354,4.442651256,7.801800402,0,1,0,0,2,0
宁德时代发布2025年财报,72.7,28,1.25,0.015,3.258096538,6.086774727,5.379897354,4.624972813,8.815518424,0,1,0,0,2,0
多家黄金品牌宣布调价,68.4,24,0.82,0.009,2.197224577,5.220355825,5.379897354,5.192956851,8.465268119,1,0,0,0,1,0
茉莉奶白×酷洛米妇女节联名,37.6,0,0.0,0.0,0.693147181,2.63905733,4.976733742,1.098612289,6.329720906,0,0,1,0,3,0
电视剧《逐玉》热播,90.9,54,0.82,0.13,5.627621114,7.801800402,6.380122537,6.982862751,10.14017892,0,0,0,1,4,0
王一博巴黎时装周三奢并行,72.7,2,0.0,0.008,4.234106505,6.350885717,5.129898715,3.36729583,9.610055648,0,0,0,1,4,0
比亚迪发布会,84.7,100,3.32,0.056,5.568344504,8.000349495,5.579729826,6.65415252,9.531191228,0,1,0,0,2,0
员工因业绩不达标被罚跪系摆拍,61.0,28,0.33,0.003,2.079441542,6.109247583,5.484796933,4.110873864,6.049733455,1,0,0,0,1,0
通义千问林俊旸离职,77.1,60,1.31,0.03,4.127134385,6.527957918,5.262690189,6.23636959,8.779865101,0,0,1,0,3,0
迪丽热巴滞留迪拜,72.2,13,0.16,0.038,3.988984047,7.625107148,5.262690189,4.700480366,9.494767152,0,0,0,1,4,0
恋与深空终止高校联名合作,52.7,1,0.0,0.002,0.693147181,3.36729583,5.209486153,2.197224577,7.598900457,0,1,0,0,2,0
鸿蒙智行短视频违规营销门店被罚,56.5,11,0.33,0.004,1.098612289,4.143134726,5.209486153,2.833213344,7.325807503,0,1,0,0,2,0
多家保险将取消海湾地区船舶战争险,57.8,30,1.47,0.004,1.098612289,4.158883083,5.209486153,3.970291914,7.856319571,0,1,0,0,2,0
IF椰子水造假风波,66.2,22,0.6,0.008,2.63905733,5.38907173,5.209486153,4.248495242,8.446556112,1,0,0,0,1,0
“公瑾爆蛋”走红网络,59.1,0,0.0,0.001,1.386294361,3.17805383,6.530877628,1.945910149,9.237274373,0,0,0,1,4,0
LV羽绒服穿3小时掉色,58.7,10,0.0,0.005,1.098612289,3.80666249,5.332718793,3.688879454,7.965198291,0,0,1,0,3,0
电影难看20分钟内可退款40%,65.9,27,0.38,0.016,1.791759469,5.141663557,5.332718793,4.532599493,8.84130362,0,1,0,0,2,0
豆瓣 回应“优惠券系统设置错误”,67.1,32,0.49,0.019,2.302585093,5.327876169,5.209486153,4.736198448,8.590071837,0,1,0,0,2,0
中国黄金加盟店20克金条被指掺铼,55.2,1,0.0,0.003,0.693147181,3.891820298,5.209486153,2.197224577,7.872836175,0,1,0,0,2,0
多家金店暂停投资金条销售,57.5,7,0.33,0.003,1.098612289,4.33073334,5.209486153,3.295836866,7.596894438,0,1,0,0,2,0
李雨桐实名报案薛之谦重婚罪,79.8,14,0.0,0.092,5.081404365,7.701200181,5.209486153,5.703782475,9.599540588,0,0,0,1,4,0
央视起底直播间特价手机捡漏骗局,66.9,30,0.71,0.001,2.944438979,5.556828062,4.234106505,4.290459441,7.603897969,0,0,1,0,3,0
退役军人到事务厅借厕所遭拒,55.4,2,0.0,0.001,2.48490665,4.060443011,4.762173935,2.48490665,8.343315881,0,0,1,0,3,0
青岛市副市长王波被查,56.1,15,0.87,0.0,0.693147181,4.787491743,3.80666249,3.526360525,7.20489251,0,1,0,0,2,0
女子无痛人流致子宫穿孔十级伤残,49.2,1,0.0,0.0,0.693147181,2.708050201,3.80666249,1.945910149,6.992096427,0,1,0,0,2,0
12306拒绝抢票软件出票超百万张,72.8,75,2.45,0.003,2.833213344,6.272877007,4.234106505,5.805134969,8.754791764,0,1,0,0,2,0
2026北京亦庄人形机器人半程马拉松,84.0,151,7.19,0.16,4.718498871,8.402006782,4.234106505,7.534762657,9.34084218,1,0,0,0,1,0
高中生因操行分不合格被劝退引争议,55.6,6,0.05,0.0,1.098612289,3.583518938,4.234106505,2.397895273,8.114922974,0,1,0,0,2,0
河南一景区露脚踝大象系演员扮演,63.7,6,0.16,0.018,1.609437912,5.351858133,5.204006687,3.850147602,8.374015422,0,0,1,0,3,0
西双版纳泼水节车辆遭围堵泼水,72.9,19,0.33,0.056,3.135494216,6.126869184,5.204006687,5.347107531,9.266815219,0,1,0,0,2,0
杭州一诊所用一个针头给15人采血,69.9,47,1.36,0.057,2.564949357,6.261491684,5.204006687,5.609471795,8.560827228,0,0,1,0,3,0
男子无偿献血十年要求免诊查费遭拒,66.4,26,0.6,0.018,2.079441542,4.844187086,5.198497031,4.927253685,8.706821323,0,1,0,0,2,0
重庆一水电站发生事故致4人死亡,61.8,35,1.03,0.019,1.386294361,5.720311777,5.198497031,4.691347882,6.831953566,0,1,0,0,2,0
第六届中国国际消费品博览会（消博会）,83.4,171,9.26,0.13,4.709530201,6.08221891,5.198497031,8.203577737,9.198976042,1,0,0,0,1,0
云南农信社招聘被质疑萝卜岗,63.2,9,0.27,0.01,1.609437912,4.33073334,5.313205979,4.127134385,8.72127624,0,1,0,0,2,0
民勤种树群低俗言论引争议,54.3,2,0.0,0.003,1.098612289,4.477336814,5.187385806,1.098612289,8.240648863,0,1,0,0,2,0
中国第42次南极考察队凯旋,62.9,40,2.07,0.012,1.386294361,5.283203729,5.187385806,4.532599493,7.396335294,1,0,0,0,1,0
深圳通报救护车截单延误抢救致死,67.0,28,0.65,0.026,2.197224577,5.429345629,5.187385806,4.912654886,8.6006148,0,1,0,0,2,0
779元滴眼液暴涨至3382元,66.5,21,0.49,0.014,2.079441542,5.075173815,5.129898715,4.477336814,8.529319371,0,0,1,0,3,0
网传郭艾伦被骗千万,72.1,38,0.65,0.074,3.135494216,7.135687347,5.129898715,5.513428746,9.514510762,0,0,1,0,3,0
卫生巾价格或上涨3%至8%,60.3,6,0.0,0.007,1.386294361,3.951243719,5.313205979,3.433987204,8.50167338,0,0,0,1,4,0
中国国民党主席郑丽文访问大陆,68.7,20,0.71,0.014,2.302585093,4.859812404,5.313205979,4.442651256,8.910450756,1,0,0,0,1,0
优衣库被曝靠偷拍消费者防盗,58.2,5,0.05,0.005,1.098612289,4.060443011,5.129898715,2.63905733,7.946617563,0,1,0,0,2,0
陈光标捐给嫣然医院1000万,70.2,24,0.33,0.085,2.48490665,5.666426688,5.379897354,5.342334252,9.035272444,0,1,0,0,2,0
黑龙江海林一楼房坍塌9人被困,71.6,63,2.07,0.033,2.48490665,6.238324625,5.379897354,6.161207322,8.406261631,0,0,1,0,3,0
2026中国网络媒体论坛举行,74.0,78,3.32,0.051,2.890371758,5.187385806,5.484796933,6.100318952,8.713253274,1,0,0,0,1,0
山西太原一建筑发生火灾,72.8,64,1.91,0.044,2.564949357,6.579251212,5.723585102,6.033086222,8.690978417,1,0,0,0,1,0
张雪机车世界超级摩托车锦标赛夺冠,88.2,138,5.88,0.19,5.023880521,6.7310181,5.723585102,8.032684876,9.505097358,0,0,1,0,3,0
内存价格暴涨旧手机回收迎来火热潮,75.6,74,1.47,0.055,3.36729583,6.011267174,5.379897354,5.948034989,9.09907356,0,0,1,0,3,0
博鳌亚洲论坛2026年年会,79.2,111,7.4,0.079,3.828641396,6.184148891,5.484796933,7.374629015,9.310818991,1,0,0,0,1,0
对国内成品油价格采取临时调控,78.6,93,3.98,0.14,4.418840608,8.091933456,5.204006687,6.436150368,9.202509793,1,0,0,0,1,0
四川天府机场多名老人扶梯上逆行,62.4,4,0.0,0.01,1.791759469,5.361292166,5.204006687,3.17805383,8.402455514,0,1,0,0,2,0
贵州省赫章县交通事故致学生2死11伤,70.1,63,2.29,0.043,2.564949357,6.206575927,5.204006687,5.837730447,8.157657015,1,0,0,0,1,0
00后女孩地铁吐血后脱外套擦地,71.9,38,0.65,0.04,2.833213344,5.303304908,5.204006687,5.641907071,8.713910628,0,0,1,0,3,0
698元海蓝之谜只有瓶子是真的,52.4,1,0.0,0.003,0.693147181,4.454347296,5.192956851,1.791759469,7.249215057,0,0,1,0,3,0
多地宣布生物地理不再计入中考总分,70.3,51,1.63,0.03,2.708050201,5.147494477,5.318119994,5.641907071,8.477620416,1,0,0,0,1,0
男子4S店买车一年蹭饭260次,67.4,16,0.11,0.031,2.197224577,5.365976015,5.318119994,4.844187086,8.785692444,0,0,1,0,3,0
一箱12瓶纯净水每瓶都有针眼,61.3,4,0.05,0.013,1.386294361,4.852030264,5.262690189,3.401197382,8.32530603,0,0,0,1,4,0
315晚会曝光私域营销里的专家之谜,73.1,50,1.47,0.028,3.36729583,7.478169694,5.153291594,5.459585514,8.817001444,0,1,0,0,2,0
315晚会曝光狂飙的租赁电动自行车,74.3,54,1.47,0.03,3.401197382,7.163946684,5.153291594,5.80814249,8.837100411,0,1,0,0,2,0
315晚会曝光AI大模型遭投毒操控,77.8,92,2.51,0.038,4.442651256,7.550135342,5.153291594,6.228511004,9.166597449,0,0,1,0,3,0
315晚会曝光“荐股分成”骗局,71.8,51,1.09,0.021,3.135494216,6.773080376,5.153291594,5.509388337,8.881280595,0,1,0,0,2,0
2026年央视315晚会播出,88.6,142,5.99,0.28,6.025865974,9.276876896,5.159055299,7.903226809,9.470702634,0,1,0,0,2,0
湘雅医院研究生坠江事件,74.4,48,1.31,0.043,3.555348061,6.539585956,5.262690189,5.831882477,9.147826467,1,0,0,0,1,0
广东油柑作坊违规喷洒甜味剂,52.3,1,0.0,0.003,0.693147181,3.850147602,4.976733742,1.098612289,7.321849714,0,1,0,0,2,0
医院通报患者被遗忘6小时处理结果,71.1,45,1.91,0.044,2.833213344,6.43775165,5.062595033,5.602118821,8.835792367,0,0,1,0,3,0
2026年中国家电及消费电子博览会开幕,80.0,91,5.01,0.062,4.744932128,6.778784898,5.129898715,7.14440718,9.478533768,0,1,0,0,2,0
台湾花莲县发生5.3级地震,63.1,23,0.71,0.005,1.609437912,5.497168225,5.204006687,4.430816799,7.826044014,1,0,0,0,1,0
山寨豪车老头乐热销农村,55.8,6,0.05,0.002,0.693147181,3.555348061,5.204006687,2.944438979,8.426392827,0,0,1,0,3,0
教育局回应学校取消家长护学岗,64.1,14,0.22,0.01,1.791759469,4.919980926,5.204006687,4.158883083,8.565792861,0,0,0,1,4,0
济南共享菜园走红,58.3,10,0.27,0.002,1.098612289,3.663561646,5.438079309,2.772588722,6.576469569,0,1,0,0,2,0
武大食堂4元熬夜水日销百斤,62.9,11,0.16,0.005,1.386294361,4.49980967,5.379897354,3.465735903,8.29953457,1,0,0,0,1,0
员工因业绩不达标被罚跪系摆拍,61.0,28,0.33,0.003,2.079441542,6.109247583,5.484796933,4.110873864,6.049733455,1,0,0,0,1,0
“公瑾爆蛋”走红网络,59.1,0,0.0,0.001,1.386294361,3.17805383,6.530877628,1.945910149,9.237274373,0,0,0,1,4,0
华策影视辟谣解散电影部门,65.8,10,0.54,0.053,2.302585093,5.529429088,5.262690189,3.583518938,9.595942851,0,1,0,0,2,0
刘文祥麻辣烫走红,70.0,43,0.16,0.016,2.48490665,5.981414211,5.953243334,5.783825182,9.31379908,0,1,0,0,2,0
女儿替父亲请假两小时却致父亲被开除,65.9,7,0.11,0.036,2.079441542,5.438079309,5.129898715,4.276666119,8.823942327,0,1,0,0,2,0
“麻辣拌界史铁生”走红,56.1,6,0.05,0.004,0.693147181,3.258096538,5.262690189,2.833213344,8.830104318,0,0,1,0,3,0
三亚一在职教师应聘其他单位被学校开除,66.7,36,1.25,0.076,2.079441542,5.468060141,5.129898715,5.075173815,8.554488976,0,0,1,0,3,0
重庆一餐厅1188元套餐36斤活羊烤完只剩6.9斤,72.9,96,3.0,0.21,3.091042453,6.388561406,5.33753808,6.131226489,8.774931387,0,1,0,0,2,0
广东湛江拾石村妈祖乩童被换,73.1,19,0.16,0.22,3.610917913,6.769641977,5.484796933,4.787491743,9.204121072,0,0,0,1,4,0
湖北宜城烟花爆竹爆燃事故致12人遇难,74.5,74,2.73,0.66,3.044522438,6.487684018,5.529429088,6.393590754,9.051110146,1,0,0,0,1,0
上海一地铁站施工现场地面塌陷,61.9,11,0.11,0.015,1.098612289,3.891820298,5.863631176,4.077537444,8.968650903,0,1,0,0,2,0
记者卧底调查精神病医院骗保内幕,77.2,63,2.41,0.063,2.890371758,6.507277712,6.253828812,6.363028104,9.21473072,0,1,0,0,2,0
江苏连云港两男童小区玩烟花烧死萨摩耶,73.2,10,0.27,0.049,3.912023005,6.483107351,5.455321115,5.093750201,8.858937222,0,0,1,0,3,0
陕西中医药大学附属医院手术直播暴露女患者隐私部位,70.2,39,0.93,0.038,1.945910149,5.82008293,6.298949247,5.598421959,8.604837701,1,0,0,0,1,0
湖北武汉一龙门吊倒塌，致1死1伤,65.3,30,0.55,0.041,1.609437912,5.723585102,5.552959585,4.96284463,8.534443545,0,1,0,0,2,0
重庆一饭店被曝使用“阴阳菜单”,60.3,17,0.6,0.018,0.693147181,4.094344562,5.720311777,4.007333185,7.704811923,1,0,0,0,1,0
上海一男子网购剧毒中药自行泡制中毒身亡,65.8,25,0.38,0.024,2.079441542,6.400257445,5.720311777,4.219507705,8.371704885,0,0,1,0,3,0
合肥25岁女教师校内宿舍病亡两天后才被发现,62.0,9,0.05,0.015,1.386294361,4.564348191,5.545177444,4.043051268,8.219056661,0,1,0,0,2,0
新疆可可托海镇一名滑雪游客遭遇野生雪豹袭击,73.4,51,1.59,0.057,2.63905733,5.733341277,5.634789603,5.866468057,8.984818996,0,1,0,0,2,0
网红“黑白颠周媛”主账号被封,74.9,50,0.82,0.049,3.17805383,5.789960171,5.717027701,6.011267174,9.222466552,0,1,0,0,2,0
国务院食安办等部门宣布将对预制菜国家标准公开征求意见,71.1,123,3.89,0.043,2.302585093,6.075346031,5.717027701,5.869296913,8.938531649,1,0,0,0,1,0
男子用一堆SIM卡芯片废料炼出黄金,71.5,58,1.75,0.029,2.302585093,5.590986981,5.863631176,5.877735782,8.41294317,0,1,0,0,2,0
2026春运火车票开售,83.4,151,6.2,0.18,4.369447852,6.525029658,5.560681631,7.36264527,9.032409163,0,0,1,0,3,0
河南巩义市京师杜甫公学教室男孩用凳子猛砸同学后脑勺,62.3,4,0.16,0.018,1.609437912,5.105945474,5.560681631,3.526360525,8.245646901,0,1,0,0,2,0
多人往滇池抛洒放生矿泉水,58.7,4,0.05,0.009,0.693147181,4.521788577,5.560681631,2.995732274,8.564839845,0,1,0,0,2,0
内蒙古包头市男子右脑出血被错开左脑,63.9,12,0.33,0.026,1.386294361,4.753590191,5.560681631,4.477336814,8.42463921,0,1,0,0,2,0
西安男子献血2.2万毫升持优待卡到指定景区旅游被告知不免票,69.1,31,0.88,0.027,2.079441542,5.293304825,5.560681631,5.313205979,8.465689349,0,0,1,0,3,0
秦岭翠峰山徒步者坠崖事故1死1获救,63.2,24,0.49,0.022,0.693147181,4.86753445,6.049733455,4.672828834,7.646831391,0,1,0,0,2,0
上海大雾,66.9,20,0.33,0.039,3.044522438,5.509388337,4.418840608,4.574710979,9.186969386,0,0,1,0,3,0
河南乡村蛋糕店4寸卖10元走红,66.5,22,0.33,0.018,1.791759469,5.257495372,5.645446898,4.532599493,8.470939807,0,1,0,0,2,0
上海地铁有偿代坐2人被训诫,64.5,33,0.88,0.017,2.197224577,6.238324625,5.641907071,4.709530201,6.843749949,0,1,0,0,2,0
幼儿产检正常出生畸形,67.1,18,0.71,0.015,1.609437912,4.828313737,5.799092654,4.770684624,8.418256444,0,0,0,1,4,0
宁夏餐饮饭店协会有89名副会长,64.4,42,1.15,0.028,1.098612289,5.252273428,5.799092654,5.062595033,8.040124664,0,1,0,0,2,0
多地紧急叫停刨猪宴,65.7,23,0.44,0.015,1.609437912,5.214935758,5.799092654,4.779123493,8.159374737,0,1,0,0,2,0
贵州省博物馆老馆29件套文物丢失或被盗,66.8,49,1.81,0.034,1.791759469,5.771441123,5.545177444,5.252273428,8.313116703,0,1,0,0,2,0
西安华清池贵妃裸体出浴雕像引争议,69.9,34,0.38,0.041,2.397895273,5.323009979,5.545177444,5.153291594,9.10586835,0,1,0,0,2,0
河南女子因丈夫出轨被判公开道歉，引发广泛关注,78.0,49,0.71,0.2,4.204692619,6.926577033,5.937536205,6.00635316,9.164924508,0,0,0,1,4,0
韩国179死空难黑匣子录音首次公布,62.3,10,0.16,0.016,1.386294361,5.192956851,5.529429088,3.688879454,8.637284672,1,0,0,0,1,0
张文宏明确拒绝把AI引入医院病历系统,64.2,21,0.38,0.019,1.609437912,4.762173935,5.529429088,4.430816799,8.52098599,0,1,0,0,2,0
台湾甜品店因用“青提”二字被骂,63.1,13,0.77,0.021,1.386294361,4.143134726,5.529429088,3.784189634,8.599510234,0,1,0,0,2,0
南通患者胃病就诊心脏手术死亡,65.3,31,0.82,0.031,1.791759469,5.204006687,5.620400866,4.890349128,8.244596756,0,1,0,0,2,0
博主吃播室友剩饭被多平台封禁,57.8,12,0.33,0.005,0.693147181,4.007333185,5.703782475,4.007333185,6.925595197,0,0,1,0,3,0
河南新乡智力残疾村民“被顶包”成村支书,61.5,24,0.71,0.009,0.693147181,5.298317367,5.929589143,4.59511985,8.002024818,0,1,0,0,2,0
鼻病毒检测阳性率上升,71.7,62,2.03,0.049,2.397895273,4.86753445,5.929589143,5.765191103,8.387767644,1,0,0,0,1,0
山西临猗养牛场用工有残障人士,56.6,16,0.27,0.003,0.693147181,3.871201011,5.545177444,3.713572067,7.515344571,1,0,0,0,1,0
多地裁判文书隐去法官姓名和案号,64.5,29,0.82,0.016,1.609437912,3.784189634,5.545177444,4.672828834,8.4740769,0,1,0,0,2,0
三亚一游客称被司机诱导就餐4菜1868元,66.5,28,0.44,0.024,1.945910149,4.820281566,5.545177444,5.043425117,8.34188697,0,0,1,0,3,0
四川专升本考试缴费显示南方航空,53.6,7,0.11,0.003,0.693147181,2.63905733,5.634789603,2.890371758,6.563855527,0,1,0,0,2,0
江西奉新幼儿园教师虐童,55.8,12,0.49,0.005,0.693147181,3.63758616,5.634789603,3.295836866,7.753623547,0,0,1,0,3,0
网传海南医科大学研究生被导师辱骂被迫退学,56.4,13,0.38,0.004,0.693147181,4.077537444,5.318119994,3.713572067,7.424761762,1,0,0,0,1,0
玩偶哭哭马走红,76.9,113,3.13,0.081,2.890371758,5.85220248,6.107022888,6.418364936,8.663887571,0,1,0,0,2,0
5人违规穿越鳌太线4人失联,75.7,55,1.7,0.045,3.091042453,5.765191103,5.537334267,6.188264123,8.794824928,0,0,1,0,3,0
证监会就两项处罚规则征求意见,68.4,35,2.23,0.0,2.079441542,5.402677382,4.770684624,4.753590191,7.496097345,0,1,0,0,2,0
央行开展5000亿元买断式逆回购,65.5,25,1.91,0.01,1.945910149,4.49980967,5.204006687,4.553876892,7.192934221,1,0,0,0,1,0
黄金白银大崩盘,80.7,52,2.01,0.13,4.49980967,6.874198495,5.129898715,6.405228458,8.981807323,0,1,0,0,2,0
多家金店暂停投资金条销售,57.5,7,0.33,0.003,1.098612289,4.33073334,5.209486153,3.295836866,7.596894438,0,1,0,0,2,0
鹏华基金两位基金经理办公室“互殴”,57.5,9,0.27,0.005,1.098612289,4.317488114,5.129898715,3.295836866,7.356918242,0,1,0,0,2,0
中国人寿原总裁杨超被查,60.5,43,1.18,0.0,1.609437912,5.860786223,5.123963979,4.442651256,8.011023379,0,1,0,0,2,0
315银行代销保险乱象调查,59.7,4,0.0,0.005,1.386294361,4.143134726,5.257495372,3.17805383,7.675081858,0,1,0,0,2,0
保险销售冒充银行职员,50.4,5,0.05,0.001,0.693147181,2.890371758,5.129898715,2.708050201,6.629363253,0,1,0,0,2,0
工行回应女子存款80万取不出,63.3,7,0.34,0.019,1.609437912,4.795790546,5.484796933,3.871201011,8.556606194,0,0,0,1,4,0
中国太平保险原副总经理肖星获无期,59.2,39,0.79,0.0,1.386294361,5.755742214,5.123963979,4.204692619,7.955775782,0,0,1,0,3,0
男子买55份保险后多次举报并要求退一赔三,52.2,1,0.0,0.0,0.693147181,2.944438979,5.123963979,1.945910149,6.693323668,0,1,0,0,2,0
多家银行补发高管2023年工资,54.4,3,0.11,0.006,0.693147181,3.610917913,5.484796933,2.48490665,7.710205194,0,1,0,0,2,0
东北证券首席经济学家付鹏炮轰汇丰银行,59.9,3,0.12,0.02,1.386294361,4.48863637,5.262690189,2.397895273,7.789454566,0,0,1,0,3,0
美联储宣布降息25个基点,80.0,82,3.18,0.17,4.219507705,7.098375639,5.262690189,6.638567789,9.006876891,0,1,0,0,2,0
农行回应女员工遭恐吓不幸轻生,56.5,2,0.0,0.012,0.693147181,3.850147602,5.780743516,2.564949357,7.77148876,0,1,0,0,2,0
丁向群任中国人保党委书记,54.2,12,0.62,0.0,0.693147181,3.931825633,5.480638923,3.218875825,5.880532986,0,0,1,0,3,0
